Id,SalePrice
1860,160084.83
1861,122435.94
1862,347578.0
1863,332157.2
1864,332180.38
1865,376669.28
1866,363601.94
1867,234190.45
1868,301621.75
1869,224603.12
1870,237805.52
1871,291831.5
1872,190321.0
1873,249532.45
1874,144350.48
1875,187868.73
1876,219901.27
1877,220689.0
1878,220126.14
1879,142826.17
1880,133187.73
1881,252941.61
1882,251342.69
1883,193826.94
1884,216862.98
1885,231921.22
1886,298253.94
1887,235734.2
1888,276768.28
1889,181528.86
1890,84034.625
1891,113040.48
1892,96809.74
1893,118862.89
1894,121497.13
1895,133954.05
1896,128497.74
1897,120987.42
1898,94207.26
1899,156021.7
1900,163004.11
1901,203597.75
1902,177725.44
1903,244229.7
1904,163803.98
1905,213033.06
1906,159663.33
1907,237431.17
1908,111969.266
1909,135485.55
1910,129134.195
1911,251863.1
1912,316939.03
1913,149771.9
1914,46158.66
1915,351328.28
1916,34725.062
1917,239062.97
1918,137369.05
1919,155127.84
1920,162593.45
1921,388334.75
1922,360429.0
1923,254592.55
1924,234639.33
1925,223335.33
1926,387781.12
1927,123256.64
1928,184839.33
1929,108445.53
1930,125978.3
1931,113820.41
1932,122939.66
1933,196924.73
1934,199171.98
1935,176931.8
1936,221298.1
1937,190750.27
1938,177339.8
1939,291372.44
1940,221246.78
1941,182434.98
1942,161459.42
1943,257460.4
1944,421847.5
1945,439304.25
1946,132877.86
1947,221360.97
1948,185655.42
1949,257428.23
1950,195029.73
1951,259332.83
1952,210838.14
1953,190342.17
1954,191970.27
1955,138312.58
1956,309308.84
1957,161183.02
1958,261145.89
1959,148586.86
1960,91676.7
1961,134441.58
1962,90296.766
1963,101898.44
1964,105356.86
1965,137371.2
1966,141400.02
1967,336870.5
1968,433186.4
1969,410635.75
1970,413395.3
1971,468339.0
1972,388510.22
1973,326848.25
1974,370978.53
1975,578538.6
1976,307429.4
1977,393091.03
1978,365979.25
1979,338945.97
1980,201025.33
1981,367022.12
1982,235135.23
1983,227524.11
1984,185309.45
1985,245400.02
1986,221965.77
1987,218832.17
1988,184352.89
1989,201688.44
1990,225347.34
1991,247328.92
1992,246206.73
1993,181050.73
1994,249019.08
1995,194520.06
1996,305746.16
1997,351283.12
1998,330254.9
1999,345748.5
2000,359872.28
2001,320556.2
2002,268350.0
2003,260526.2
2004,306323.3
2005,242566.31
2006,242159.89
2007,265750.0
2008,247931.52
2009,227808.23
2010,209395.66
2011,136716.42
2012,195796.58
2013,198833.47
2014,199040.36
2015,241792.86
2016,211528.2
2017,210499.67
2018,105290.22
2019,125036.16
2020,67778.88
2021,97087.24
2022,217511.36
2023,144930.3
2024,320286.7
2025,382513.1
2026,186280.2
2027,169260.36
2028,166411.67
2029,182615.44
2030,270062.88
2031,245899.62
2032,274891.06
2033,267901.0
2034,198539.94
2035,258521.23
2036,209564.08
2037,230702.89
2038,342114.44
2039,244217.36
2040,355445.94
2041,309109.22
2042,230473.62
2043,187357.36
2044,187239.23
2045,213866.03
2046,166177.19
2047,136061.42
2048,144556.3
2049,144132.5
2050,170064.72
2051,94379.86
2052,123387.88
2053,147240.0
2054,81787.75
2055,188147.33
2056,137996.02
2057,90640.414
2058,221661.89
2059,123409.53
2060,178130.44
2061,170746.48
2062,120672.36
2063,119207.05
2064,134930.17
2065,87545.25
2066,184985.7
2067,114357.57
2068,161174.17
2069,58840.63
2070,111280.7
2071,92699.36
2072,150193.25
2073,121619.76
2074,196774.34
2075,170672.73
2076,127889.03
2077,158340.39
2078,125821.45
2079,128894.89
2080,109005.75
2081,125182.98
2082,122376.11
2083,163033.0
2084,100300.016
2085,106730.13
2086,100552.88
2087,109514.83
2088,91230.234
2089,77088.86
2090,105084.71
2091,102675.92
2092,132767.48
2093,131869.42
2094,101349.05
2095,185650.67
2096,78934.875
2097,88287.69
2098,179101.34
2099,25802.049
2100,46984.76
2101,121835.36
2102,115663.04
2103,102857.375
2104,147631.6
2105,138735.45
2106,50384.19
2107,197065.5
2108,119047.57
2109,112557.86
2110,100390.07
2111,151842.58
2112,143050.69
2113,113463.13
2114,111987.61
2115,164845.39
2116,124559.09
2117,147225.27
2118,135777.75
2119,107830.54
2120,91052.234
2121,83961.58
2122,112330.13
2123,80161.0
2124,187200.62
2125,122245.77
2126,166573.98
2127,177187.19
2128,131547.25
2129,37662.633
2130,139330.77
2131,107948.984
2132,115945.375
2133,132638.2
2134,114494.66
2135,103863.66
2136,61845.156
2137,92635.97
2138,124641.94
2139,141595.67
2140,143383.73
2141,186768.44
2142,133773.75
2143,164812.95
2144,127784.22
2145,138752.78
2146,189537.98
2147,152058.78
2148,123656.125
2149,134788.73
2150,253889.86
2151,133542.05
2152,177941.34
2153,186816.97
2154,94609.17
2155,136738.3
2156,262405.28
2157,246787.9
2158,268922.38
2159,252424.23
2160,203281.39
2161,250810.45
2162,384227.3
2163,366035.47
2164,278482.4
2165,224463.17
2166,166795.17
2167,241060.5
2168,202644.73
2169,210153.1
2170,234837.52
2171,162362.34
2172,145175.17
2173,214579.33
2174,237224.36
2175,289184.56
2176,332582.84
2177,263139.03
2178,226126.61
2179,140068.6
2180,231020.39
2181,211010.55
2182,244018.3
2183,209228.08
2184,120153.0
2185,116513.18
2186,151507.86
2187,154609.67
2188,167004.7
2189,317078.66
2190,73726.66
2191,43638.62
2192,77210.38
2193,128602.62
2194,79750.82
2195,74956.41
2196,101027.875
2197,107244.13
2198,166218.55
2199,175903.89
2200,148838.64
2201,162584.88
2202,190961.16
2203,150577.73
2204,198967.64
2205,133661.58
2206,158310.97
2207,232127.16
2208,274905.4
2209,277820.3
2210,126797.0
2211,123305.58
2212,125155.516
2213,102893.81
2214,158667.33
2215,100198.65
2216,161113.62
2217,70062.016
2218,48191.363
2219,19609.926
2220,-9726.341
2221,350753.97
2222,315057.88
2223,300387.12
2224,222103.42
2225,130408.23
2226,180093.56
2227,208108.62
2228,307977.8
2229,260203.86
2230,174065.55
2231,232802.02
2232,194498.94
2233,202877.98
2234,266775.72
2235,240698.92
2236,259922.83
2237,320008.53
2238,218845.47
2239,109204.2
2240,160876.28
2241,123006.984
2242,118542.34
2243,124805.79
2244,94083.37
2245,121523.234
2246,138577.08
2247,128078.49
2248,125457.41
2249,111701.85
2250,127998.77
2251,99382.65
2252,198577.36
2253,183611.02
2254,204234.83
2255,197570.61
2256,180052.11
2257,235654.4
2258,158838.36
2259,187741.9
2260,132919.14
2261,242096.55
2262,249754.11
2263,416886.3
2264,488514.28
2265,144335.27
2266,344798.7
2267,402452.8
2268,521475.03
2269,159465.2
2270,200593.48
2271,219127.83
2272,209067.27
2273,158365.67
2274,190983.28
2275,144615.83
2276,213641.77
2277,176515.84
2278,155552.69
2279,137204.8
2280,94207.45
2281,154692.42
2282,168703.86
2283,114087.79
2284,122288.06
2285,145989.1
2286,114767.55
2287,407252.62
2288,317431.97
2289,360161.06
2290,445481.62
2291,384467.0
2292,440186.84
2293,468271.12
2294,416745.84
2295,482312.94
2296,281096.88
2297,408919.34
2298,400450.4
2299,378107.38
2300,354509.2
2301,370250.1
2302,285467.75
2303,278134.0
2304,277363.84
2305,221339.45
2306,212286.19
2307,227191.06
2308,253512.45
2309,323039.0
2310,235510.78
2311,227726.83
2312,200621.72
2313,183148.66
2314,195053.77
2315,200597.28
2316,221949.12
2317,209642.3
2318,194931.33
2319,202756.48
2320,196467.9
2321,252468.53
2322,215895.55
2323,220371.2
2324,208873.22
2325,228694.84
2326,196581.33
2327,213536.64
2328,235759.27
2329,208426.06
2330,198355.45
2331,361460.03
2332,425102.88
2333,356450.25
2334,309007.53
2335,334003.22
2336,345981.78
2337,203000.52
2338,262153.56
2339,240478.55
2340,397394.12
2341,217707.89
2342,244223.5
2343,243981.33
2344,240637.78
2345,239575.47
2346,233876.0
2347,219768.19
2348,267821.75
2349,215401.55
2350,326460.22
2351,291164.8
2352,264485.03
2353,276211.38
2354,163964.86
2355,153436.98
2356,155962.25
2357,207171.73
2358,214274.16
2359,131812.05
2360,117404.19
2361,155885.19
2362,269081.12
2363,147794.92
2364,166379.31
2365,215929.27
2366,207312.67
2367,234095.12
2368,233334.44
2369,223615.36
2370,180773.53
2371,172830.9
2372,202120.31
2373,306961.2
2374,329721.84
2375,253367.53
2376,308043.1
2377,334531.8
2378,164452.77
2379,241065.56
2380,144487.48
2381,169010.28
2382,221336.86
2383,202236.52
2384,242213.0
2385,161678.31
2386,134747.9
2387,125347.32
2388,114270.91
2389,111543.41
2390,168902.36
2391,149286.11
2392,116291.01
2393,187398.19
2394,154268.67
2395,225653.39
2396,140646.84
2397,212522.19
2398,127726.66
2399,66557.82
2400,51302.273
2401,148175.95
2402,136154.75
2403,160959.95
2404,164299.34
2405,152827.95
2406,141364.39
2407,120619.07
2408,130647.51
2409,108014.74
2410,185047.33
2411,111363.59
2412,165898.9
2413,122507.33
2414,165077.6
2415,139891.72
2416,134253.7
2417,149044.39
2418,142363.67
2419,123495.555
2420,126396.78
2421,172649.03
2422,94379.55
2423,114566.59
2424,126809.695
2425,214920.81
2426,130582.195
2427,128531.33
2428,204168.42
2429,96602.1
2430,125390.695
2431,95878.766
2432,154885.9
2433,159450.56
2434,144026.2
2435,163166.48
2436,102025.96
2437,84416.914
2438,110581.69
2439,78898.555
2440,133237.78
2441,89340.875
2442,86970.68
2443,154300.92
2444,113111.82
2445,73242.51
2446,135793.97
2447,196359.6
2448,135821.56
2449,116051.33
2450,166244.3
2451,117209.04
2452,209475.94
2453,89612.93
2454,105195.29
2455,104212.71
2456,165957.22
2457,156765.9
2458,150427.94
2459,108343.03
2460,151872.45
2461,134527.38
2462,121842.43
2463,128922.82
2464,194500.53
2465,129243.39
2466,116968.47
2467,109909.78
2468,86236.68
2469,76642.28
2470,232573.78
2471,228178.36
2472,185448.16
2473,134779.72
2474,72278.43
2475,203946.64
2476,114322.31
2477,110067.55
2478,144503.88
2479,98372.75
2480,172776.83
2481,136412.94
2482,98915.09
2483,106414.17
2484,130452.75
2485,130950.55
2486,155777.06
2487,200354.67
2488,169809.69
2489,161045.64
2490,142286.1
2491,75277.25
2492,200931.58
2493,161542.69
2494,155278.42
2495,58786.426
2496,237654.83
2497,159573.53
2498,117000.13
2499,64265.48
2500,103493.44
2501,138395.67
2502,137685.45
2503,116656.11
2504,228536.28
2505,252345.27
2506,268870.56
2507,286748.03
2508,266845.97
2509,236515.64
2510,227840.34
2511,188847.53
2512,228719.22
2513,233374.05
2514,338090.16
2515,165507.98
2516,190365.25
2517,158895.89
2518,152283.73
2519,276522.44
2520,251589.67
2521,204266.33
2522,238120.64
2523,113154.586
2524,156248.27
2525,164978.89
2526,172557.9
2527,141454.69
2528,163281.69
2529,93850.05
2530,138325.78
2531,279489.06
2532,236344.42
2533,213523.61
2534,262920.2
2535,290937.66
2536,235429.98
2537,278681.75
2538,203261.0
2539,198099.14
2540,201741.39
2541,192703.83
2542,179247.66
2543,93031.11
2544,116478.336
2545,135567.48
2546,116201.766
2547,150832.6
2548,179659.19
2549,155597.3
2550,646216.75
2551,146441.52
2552,127827.41
2553,61507.043
2554,84138.32
2555,91119.82
2556,86172.195
2557,99548.28
2558,172508.39
2559,156907.61
2560,173662.92
2561,158990.38
2562,173255.06
2563,159570.75
2564,207894.31
2565,169799.88
2566,172499.5
2567,157833.12
2568,231699.19
2569,245656.55
2570,117455.75
2571,210698.05
2572,167849.7
2573,245595.03
2574,395979.5
2575,144741.02
2576,171560.42
2577,171509.23
2578,42565.0
2579,19780.42
2580,84558.95
2581,106398.805
2582,106244.6
2583,287821.7
2584,169173.8
2585,194314.66
2586,221105.31
2587,210479.83
2588,142268.5
2589,152942.86
2590,210538.86
2591,247510.22
2592,232046.19
2593,269044.28
2594,195198.31
2595,236182.0
2596,303740.56
2597,217075.42
2598,304087.53
2599,433516.1
2600,190769.97
2601,125658.62
2602,68236.984
2603,81990.62
2604,81716.0
2605,66030.93
2606,138833.45
2607,222180.67
2608,194828.64
2609,166216.17
2610,100982.22
2611,198180.1
2612,162470.33
2613,121917.26
2614,110395.984
2615,166724.0
2616,156436.56
2617,215823.34
2618,200242.28
2619,213374.2
2620,208797.98
2621,191113.31
2622,191421.88
2623,254843.77
2624,314483.84
2625,304863.3
2626,183360.25
2627,200750.7
2628,503151.47
2629,535251.8
2630,427810.1
2631,490298.6
2632,455234.12
2633,334148.34
2634,452470.9
2635,141717.83
2636,186806.88
2637,203265.1
2638,281626.78
2639,212863.92
2640,155720.7
2641,103615.61
2642,169085.89
2643,112780.9
2644,110449.625
2645,107756.11
2646,90571.695
2647,98953.234
2648,152438.94
2649,149692.9
2650,129728.086
2651,140866.19
2652,408956.44
2653,279695.8
2654,300738.56
2655,435156.94
2656,358197.28
2657,380409.1
2658,350436.62
2659,356335.78
2660,387587.0
2661,385318.97
2662,403061.28
2663,306114.8
2664,318680.66
2665,357312.22
2666,313499.34
2667,200232.52
2668,200834.4
2669,198154.66
2670,289407.53
2671,202857.86
2672,209017.0
2673,208027.44
2674,205151.61
2675,207054.86
2676,206236.98
2677,219251.58
2678,252390.55
2679,316325.44
2680,324606.6
2681,447241.78
2682,347223.75
2683,524690.7
2684,361465.97
2685,370171.22
2686,262233.9
2687,312395.75
2688,223744.34
2689,230913.47
2690,388052.97
2691,217135.66
2692,167338.23
2693,218316.5
2694,145254.97
2695,216898.56
2696,201877.62
2697,198046.98
2698,229284.84
2699,171550.52
2700,153366.78
2701,147926.75
2702,97274.62
2703,130228.23
2704,147674.97
2705,106113.39
2706,85447.02
2707,98710.18
2708,144484.0
2709,107780.945
2710,141909.98
2711,267266.2
2712,440020.9
2713,172028.3
2714,148633.9
2715,182969.5
2716,138672.03
2717,188881.7
2718,228366.38
2719,164248.72
2720,184691.53
2721,122125.57
2722,164516.53
2723,135132.08
2724,115854.69
2725,128638.516
2726,134488.81
2727,175094.39
2728,192300.78
2729,146931.9
2730,143947.31
2731,132675.39
2732,139524.86
2733,150259.78
2734,119693.016
2735,135353.16
2736,126845.445
2737,115657.5
2738,137803.58
2739,148056.03
2740,137662.12
2741,141655.6
2742,167412.42
2743,165130.7
2744,164895.12
2745,138315.95
2746,139545.44
2747,169760.02
2748,125470.04
2749,134472.0
2750,109398.93
2751,133417.62
2752,181731.81
2753,158147.12
2754,237931.67
2755,148263.8
2756,80765.74
2757,58458.41
2758,78612.38
2759,172745.95
2760,140275.94
2761,136257.88
2762,131174.0
2763,199365.11
2764,150996.3
2765,288706.5
2766,125752.586
2767,84388.35
2768,130091.36
2769,144891.56
2770,133423.72
2771,86110.23
2772,85227.26
2773,186977.08
2774,154161.33
2775,122819.19
2776,153006.12
2777,168604.58
2778,110206.69
2779,140204.83
2780,91929.73
2781,75372.7
2782,98465.414
2783,101783.08
2784,133891.03
2785,148914.56
2786,43480.58
2787,128979.37
2788,62278.723
2789,168191.75
2790,85056.33
2791,100008.734
2792,66378.305
2793,133028.55
2794,93223.8
2795,118333.7
2796,88425.84
2797,234790.86
2798,118412.16
2799,109281.45
2800,57897.875
2801,121825.26
2802,129083.21
2803,176032.39
2804,114671.54
2805,91960.73
2806,67388.12
2807,249767.94
2808,161631.17
2809,117142.14
2810,122680.36
2811,183624.48
2812,192021.25
2813,167666.2
2814,172313.58
2815,103779.04
2816,223979.52
2817,160505.69
2818,126628.02
2819,182644.4
2820,143376.77
2821,106847.09
2822,173689.92
2823,322559.2
2824,185963.48
2825,148351.81
2826,129151.12
2827,128249.13
2828,252204.47
2829,231489.8
2830,233397.44
2831,203274.39
2832,250419.84
2833,340021.88
2834,250959.55
2835,250536.6
2836,212381.44
2837,168444.39
2838,154785.69
2839,180234.47
2840,221964.64
2841,219309.17
2842,241023.33
2843,156268.02
2844,192847.94
2845,131006.36
2846,224117.0
2847,242945.94
2848,204370.8
2849,211126.78
2850,294137.38
2851,223091.28
2852,247216.8
2853,246634.25
2854,151748.34
2855,220123.73
2856,214621.3
2857,207479.77
2858,220421.66
2859,70528.38
2860,136101.3
2861,109793.04
2862,178567.16
2863,140605.1
2864,273319.28
2865,145030.38
2866,137135.0
2867,95029.68
2868,74341.664
2869,75358.59
2870,100334.19
2871,48325.98
2872,22490.926
2873,69722.516
2874,145205.6
2875,111117.99
2876,149715.81
2877,152956.67
2878,134319.42
2879,142494.48
2880,107402.914
2881,141130.86
2882,208191.62
2883,214764.48
2884,200527.61
2885,192178.88
2886,258889.25
2887,92679.85
2888,154816.7
2889,19059.59
2890,76651.87
2891,155227.61
2892,-20837.941
2893,68595.29
2894,-5675.48
2895,362523.28
2896,296279.47
2897,232997.77
2898,137936.17
2899,223504.6
2900,165158.9
2901,243066.36
2902,178636.58
2903,327737.66
2904,362635.7
2905,45113.812
2906,210599.6
2907,104316.31
2908,116814.26
2909,147174.23
2910,63106.13
2911,71765.66
2912,166458.77
2913,65151.234
2914,54331.246
2915,68612.64
2916,80833.37
2917,164596.69
2918,100736.48
2919,238715.36
